LOCAL_WELL,OWNERS_NAM,WATER_LEVE,AQUIFER_NA,WELL_STATU
9108Z,MOTIVA ENTERPRI,2.46,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9109Z,MOTIVA ENTERPRI,2.89,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8299Z,EXXON CHEMICAL,9.03,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8300Z,EXXON CHEMICAL,13.2,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8301Z,EXXON CHEMICAL,6.96,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8302Z,EXXON CHEMICAL,7.17,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8303Z,EXXON CHEMICAL,8.4,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8304Z,EXXON CHEMICAL,8.15,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8305Z,EXXON CHEMICAL,2.7,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8306Z,EXXON CHEMICAL,15.76,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8307Z,EXXON CHEMICAL,5.8,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
7839Z,STAR ENTERPRISE,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7840Z,FUELMAN,5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8874Z,MOTIVA ENTERPRI,6.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8875Z,MOTIVA ENTERPRI,7.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8876Z,MOTIVA ENTERPRI,7.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8877Z,"DEPP, DAVID",25,400-FOOT SAND OF BATON ROUGE AREA,Active
8878Z,CONOCO PHILLIPS,3.61,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8879Z,CONOCO PHILLIPS,6.64,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8880Z,CONOCO PHILLIPS,1.26,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8881Z,CHEVRON EMC,14.34,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8882Z,CHEVRON EMC,16.96,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8883Z,CHEVRON EMC,12.74,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8884Z,CHEVRON EMC,17.92,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8886Z,BR PUBLIC WORKS,12,PLEISTOCENE SERIES,Active
8888Z,OGDEN PARK CTR,7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8889Z,OGDEN PARK CTR,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8890Z,OGDEN PARK CTR,6.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9416Z,"DONNELL, ALICIA",40,[TO BE DETERMINED],Active
8869Z,EXXON MOBIL,9.72,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8870Z,EXXON MOBIL,9.88,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8871Z,EXXON MOBIL,9.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8751Z,"BATON ROUGE, LA",9.5,PLEISTOCENE SERIES,Active
8752Z,"BATON ROUGE, LA",9.83,PLEISTOCENE SERIES,Active
8753Z,"BERTONNE, J D L",10,NORCO AQUIFER,Active
8754Z,EXXON MOBIL,11.88,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8755Z,EXXON MOBIL,5.02,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8756Z,EXXON MOBIL,5.06,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8762Z,"BATON ROUGE, LA",10,PLEISTOCENE SERIES,Active
8763Z,"BATON ROUGE, LA",10,PLEISTOCENE SERIES,Active
7678Z,"BURKETT, MIKE",30,400-FOOT SAND OF BATON ROUGE AREA,Active
7828Z,"HEBERT, BILLY",31,400-FOOT SAND OF BATON ROUGE AREA,Active
7831Z,UNKNOWN,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7832Z,FIRST CH NAZARE,0,[NO WELL MADE],Active
7833Z,EXXON CHEMICAL,18.75,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
7834Z,EXXON CHEMICAL,5,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
7835Z,EXXON CHEMICAL,14.12,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
8524Z,EXXON MOBIL,5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8525Z,EXXON MOBIL,6.98,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8530Z,"MAESTRI, L",25,SHALLOW SANDS OF BATON ROUGE AREA,Active
8531Z,EXXON MOBIL,1.75,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8532Z,EXXON MOBIL,1.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8533Z,EXXON MOBIL,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7337Z,BELLSOUTH,20,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7338Z,"WALKER, E W DR",0,[UNKNOWN],Plugged and Abandonded
7584Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7737Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7738Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7745Z,STAR ENTERPRISE,5.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Destroyed
7928Z,BFI,6.11,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8534Z,EXXON MOBIL,2.34,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7693Z,EXXON CO USA,6.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7694Z,EXXON CO USA,7.78,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7697Z,EXXON CO USA,5.05,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7698Z,EXXON CO USA,5.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7699Z,EXXON CO USA,5.23,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7700Z,EXXON CO USA,10.45,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7702Z,"WHITAKER, RON",31,SHALLOW SANDS OF BATON ROUGE AREA,Active
7703Z,EXXON CO USA,4.85,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9313Z,"CITY OF BR, DPW",28.5,[TO BE DETERMINED],Active
9314Z,"CITY OF BR, DPW",12.6,[TO BE DETERMINED],Active
9315Z,"CITY OF BR, DPW",14.3,[TO BE DETERMINED],Active
9316Z,"CITY OF BR, DPW",4,[TO BE DETERMINED],Active
8587Z,EXXON MOBIL,7.69,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8588Z,EXXON MOBIL,7.97,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8589Z,EXXON MOBIL,11.24,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8590Z,EXXON MOBIL,5.47,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8591Z,EXXON MOBIL,7.31,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8592Z,EXXON MOBIL,7.15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8593Z,EXXON MOBIL,7.27,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8594Z,EXXON MOBIL,2.35,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8595Z,EXXON MOBIL,5.86,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8596Z,EXXON MOBIL,3.47,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8600Z,EXXON MOBIL,6.22,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8601Z,EXXON MOBIL,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8431Z,HONEYWELL,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8436Z,CHEVRON PRODUCT,5.8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7571Z,STAR ENTERPRISE,2.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7573Z,STAR ENTERPRISE,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7574Z,STAR ENTERPRISE,0.81,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7575Z,STAR ENTERPRISE,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7866Z,"TITTLEBAUM, M",0,[NO WELL MADE],Active
8648Z,"HENDRICK, NEAL",4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8490Z,EXXON MOBIL,10.55,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8491Z,EXXON MOBIL,10.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8492Z,EXXON MOBIL,10.55,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8493Z,EXXON MOBIL,11.37,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8494Z,EXXON MOBIL,11.81,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8496Z,"IOPPOLO, TONY",15,SHALLOW SANDS OF BATON ROUGE AREA,Active
7424Z,STAR ENTERPRISE,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7425Z,STAR ENTERPRISE,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7426Z,STAR ENTERPRISE,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7427Z,CHEVRON,4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7429Z,"TRAHAN, TERRY M",29,400-FOOT SAND OF BATON ROUGE AREA,Active
7430Z,COLMON OLDS,0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
7432Z,FUELMAN,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7433Z,FUELMAN,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7434Z,FUELMAN,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7435Z,FUELMAN,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7436Z,FUELMAN,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8653Z,EXXON MOBIL,7.95,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8654Z,EXXON MOBIL,4.87,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
7748Z,EXXON CO USA,9.58,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
7749Z,EXXON CO USA,7.75,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
7750Z,EXXON CO USA,11.08,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
7752Z,LENNAR CENTRAL,14,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7756Z,LENNAR CENTRAL,15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7796Z,EXXON CO USA,1.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7797Z,EXXON CO USA,9.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9380Z,EXXONMOBIL CORP,14,[TO BE DETERMINED],Active
9381Z,EXXONMOBIL CORP,17,[TO BE DETERMINED],Active
8845Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8846Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9020Z,GREEN OAKS MEMO,0,400-FOOT SAND OF BATON ROUGE AREA,Active
8861Z,CONOCO PHILLIPS,5.88,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7704Z,EXXON CO USA,5.08,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7705Z,EXXON CO USA,4.03,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7706Z,EXXON CO USA,4.14,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7707Z,EXXON CO USA,3.89,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7708Z,EXXON CO USA,4.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7709Z,EXXON CO USA,2.96,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7710Z,EXXON CO USA,3.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7623Z,K MART,7.17,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7624Z,K MART,1.93,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7625Z,SOUTHLAND CORP,4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7626Z,SOUTHLAND CORP,5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7627Z,SOUTHLAND CORP,5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7628Z,SOUTHLAND CORP,5.74,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8634Z,"LAPLACE, AD",15,600-FOOT SAND OF BATON ROUGE AREA,Active
7799Z,"NGUYEN, TAI",17,SHALLOW SANDS OF BATON ROUGE AREA,Active
8684Z,"PLANK OHM, INC",4,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8685Z,"PLANK OHM, INC",5,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8686Z,"PLANK OHM, INC",5,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8687Z,"PLANK OHM, INC",4,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8688Z,"PLANK OHM, INC",5,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8689Z,"PLANK OHM, INC",5,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8690Z,"PLANK OHM, INC",3,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8691Z,"PLANK OHM, INC",3,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
9244Z,PARISH WATER,0,[TO BE DETERMINED],Plugged and Abandonded
9245Z,EXXONMOBILE,3.52,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9246Z,EXXONMOBILE,10.55,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9247Z,EXXONMOBILE,1.23,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8635Z,SPEEDWAY SUPER,7.79,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8636Z,SPEEDWAY SUPER,6.93,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8637Z,SPEEDWAY SUPER,6.73,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8638Z,SPEEDWAY SUPER,7.08,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8639Z,SPEEDWAY SUPER,7.69,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8640Z,MOTIVA ENTERPRI,4.65,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8641Z,MOTIVA ENTERPRI,4.81,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8642Z,MOTIVA ENTERPRI,4.99,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8643Z,MOTIVA ENTERPRI,4.75,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8644Z,CRACKER BARREL,10,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Destroyed
8694Z,WILLIAMS TRAVEL,5.21,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7378Z,MAPCO PETRO,4.39,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7380Z,EXXON CHEMICAL,2.9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7381Z,EXXON CHEMICAL,2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9248Z,EXXONMOBILE,3.69,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
9249Z,DELTA CONCRETE,5.8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8838Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8839Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8780Z,CHEVRON PRODUCT,3.34,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8781Z,"HICKS, CHRIS",25,600-FOOT SAND OF BATON ROUGE AREA,Active
8783Z,PROTECH,8.77,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8244Z,"CABELLERO, D",20,400-FOOT SAND OF BATON ROUGE AREA,Active
8245Z,"HENDRICK, NEAL",6.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8246Z,"HENDRICK, NEAL",6.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8247Z,MARABELLAS 66,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8747Z,"BATON ROUGE, LA",13.94,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
8748Z,"BATON ROUGE, LA",8.02,PLEISTOCENE SERIES,Active
8749Z,"BATON ROUGE, LA",15.32,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
8361Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8362Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8363Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8364Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8365Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8366Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8367Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7805Z,BFI,6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7806Z,BFI,4.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8840Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8841Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8842Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8843Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
9306Z,CONOCOPHILLIPS,12.1,[TO BE DETERMINED],Plugged and Abandonded
9307Z,CONOCOPHILLIPS,14.65,[TO BE DETERMINED],Plugged and Abandonded
9308Z,CONOCOPHILLIPS,3.8,[TO BE DETERMINED],Plugged and Abandonded
9473Z,CINTAS,1.38,[TO BE DETERMINED],Active
9474Z,CINTAS,1.11,[TO BE DETERMINED],Active
9475Z,CINTAS,0.7,[TO BE DETERMINED],Active
9476Z,CINTAS,1.03,[TO BE DETERMINED],Active
8862Z,CONOCO PHILLIPS,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8863Z,CONOCO PHILLIPS,3.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8864Z,CONOCO PHILLIPS,10.85,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8867Z,EXXON MOBIL,9.06,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8791Z,CHEVRON,4.36,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8792Z,CHEVRON,1.98,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8793Z,CHEVRON,3.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8794Z,MOTIVA ENTERPRI,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8284Z,MONTGOMERY WARD,7.39,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8285Z,MONTGOMERY WARD,9.08,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8287Z,MOTIVA ENTERPRI,13.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8288Z,MOTIVA ENTERPRI,6.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7629Z,SOUTHLAND CORP,3.6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7785Z,CHEVRON EMC,1.9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7787Z,DYNAMIC EXPLOR,15,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
7788Z,ST JEAN VIANNEY,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
7789Z,CHEVRON,11.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8968Z,BR PUBLIC WORKS,8.6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8969Z,BR PUBLIC WORKS,3.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8970Z,BR PUBLIC WORKS,7.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8971Z,BR PUBLIC WORKS,19.2,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
8973Z,BR PUBLIC WORKS,7.8,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8974Z,BR PUBLIC WORKS,3.99,PLEISTOCENE SERIES,Active
8273Z,CIRCLE K,10.12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8274Z,CIRCLE K,9.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8275Z,CIRCLE K,12.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
